dataset,hardness_metric,random_seed,weighting_strategy,ks_mean,ks_std
Vertebral,TD_U,116740,curriculum,0.3188311688311688,0.0427993017788171
Vertebral,TD_U,116740,static,0.4982142857142858,0.0596868585436802
Vertebral,TD_U,116740,self_paced,0.3300324675324675,0.1082350374233067
Vertebral,TD_U,26226,curriculum,0.3405844155844156,0.0813131833290273
Vertebral,TD_U,26226,static,0.4993506493506494,0.0574537733913979
Vertebral,TD_U,26226,self_paced,0.3423701298701299,0.0710846205267065
Vertebral,CL,670488,curriculum,0.7487012987012986,0.1367411287042238
Vertebral,CL,670488,static,0.739935064935065,0.147461584970449
Vertebral,CL,670488,self_paced,0.3711038961038961,0.0808105730070751
Vertebral,CL,116740,curriculum,0.8102272727272728,0.1292860241211626
Vertebral,CL,116740,static,0.8076298701298701,0.1954391740083219
Vertebral,CL,116740,self_paced,0.4180194805194805,0.0765035933640047
Vertebral,CL,26226,curriculum,0.7887987012987013,0.1344638065204046
Vertebral,CL,26226,static,0.746103896103896,0.1041757599898944
Vertebral,CL,26226,self_paced,0.3766233766233767,0.1147893731384955
Vertebral,CLD,670488,curriculum,0.7410714285714286,0.1540246531447271
Vertebral,CLD,670488,static,0.7431818181818182,0.1706092371660322
Vertebral,CLD,670488,self_paced,0.3946428571428572,0.1187963454049205
Vertebral,CLD,116740,curriculum,0.7889610389610391,0.169086189761979
Vertebral,CLD,116740,static,0.8090909090909092,0.1333307199173235
Vertebral,CLD,116740,self_paced,0.4581168831168831,0.03553971502756
Vertebral,CLD,26226,curriculum,0.7626623376623377,0.1643814527773847
Vertebral,CLD,26226,static,0.7978896103896104,0.1049846586227206
Vertebral,CLD,26226,self_paced,0.3737012987012987,0.0605264822325076
Vertebral,MV,670488,curriculum,0.3478896103896103,0.0786391518803888
Vertebral,MV,670488,static,0.3474025974025974,0.0946134758697611
Vertebral,MV,670488,self_paced,0.3246753246753247,0.0571054888146282
Vertebral,MV,116740,curriculum,0.338961038961039,0.0684995688012498
Vertebral,MV,116740,static,0.3514610389610389,0.0478882346269479
Vertebral,MV,116740,self_paced,0.3693181818181817,0.1229825387630859
Vertebral,MV,26226,curriculum,0.3582792207792207,0.0930068722898229
Vertebral,MV,26226,static,0.3699675324675324,0.0784663755143258
Vertebral,MV,26226,self_paced,0.3381493506493506,0.0611373205848232
Vertebral,CB,670488,curriculum,0.362012987012987,0.0755363963589938
Vertebral,CB,670488,static,0.3717532467532467,0.0447857806612208
Vertebral,CB,670488,self_paced,0.3425324675324675,0.1072161300021418
Vertebral,CB,116740,curriculum,0.3759740259740259,0.101180000383733
Vertebral,CB,116740,static,0.3868506493506493,0.0743846686760985
Vertebral,CB,116740,self_paced,0.2793831168831168,0.071811987473879
Vertebral,CB,26226,curriculum,0.3222402597402597,0.0676517739840655
Vertebral,CB,26226,static,0.3512987012987013,0.0510747412668908
Vertebral,CB,26226,self_paced,0.3008116883116883,0.1021603175274768
Vertebral,N1,670488,curriculum,0.6561688311688313,0.1276589356273393
Vertebral,N1,670488,static,0.6168831168831169,0.1598675714819504
Vertebral,N1,670488,self_paced,0.3787337662337662,0.0821236053616635
Vertebral,N1,116740,curriculum,0.6441558441558441,0.1376192578390957
Vertebral,N1,116740,static,0.6248376623376624,0.1806766402217178
Vertebral,N1,116740,self_paced,0.3012987012987013,0.0420583017026963
Vertebral,N1,26226,curriculum,0.6862012987012988,0.1210616722464105
Vertebral,N1,26226,static,0.6310064935064935,0.1506757631906612
Vertebral,N1,26226,self_paced,0.362012987012987,0.0990451333392266
Vertebral,N2,670488,curriculum,0.4391233766233766,0.045789581585233
Vertebral,N2,670488,static,0.4886363636363637,0.0638129507235578
Vertebral,N2,670488,self_paced,0.3487012987012987,0.028245820256274
Vertebral,N2,116740,curriculum,0.4487012987012986,0.0511216738331547
Vertebral,N2,116740,static,0.4464285714285714,0.0560349541840011
Vertebral,N2,116740,self_paced,0.4172077922077922,0.0734677918859303
Vertebral,N2,26226,curriculum,0.462012987012987,0.0622822568985078
Vertebral,N2,26226,static,0.4493506493506493,0.0486910162305308
Vertebral,N2,26226,self_paced,0.3113636363636364,0.0849834173698789
Vertebral,LSC,670488,curriculum,0.400487012987013,0.1183219965714736
Vertebral,LSC,670488,static,0.4373376623376623,0.0549680214919832
Vertebral,LSC,670488,self_paced,0.4074675324675325,0.0945610960908939
Vertebral,LSC,116740,curriculum,0.4659090909090909,0.0822005854332717
Vertebral,LSC,116740,static,0.3853896103896104,0.076614433772651
Vertebral,LSC,116740,self_paced,0.4308441558441558,0.0362234950298015
Vertebral,LSC,26226,curriculum,0.4454545454545454,0.0903493318788596
Vertebral,LSC,26226,static,0.4400974025974026,0.1051589745776442
Vertebral,LSC,26226,self_paced,0.389448051948052,0.0627274911937256
Vertebral,LSR,670488,curriculum,0.3777597402597403,0.1484607877467909
Vertebral,LSR,670488,static,0.3472402597402597,0.1202044345634406
Vertebral,LSR,670488,self_paced,0.4094155844155844,0.0664157482132584
Vertebral,LSR,116740,curriculum,0.3577922077922078,0.0982983701456125
Vertebral,LSR,116740,static,0.383603896103896,0.1096573785998759
Vertebral,LSR,116740,self_paced,0.3965909090909091,0.0710386345822172
Vertebral,LSR,26226,curriculum,0.3524350649350649,0.0940340120873616
Vertebral,LSR,26226,static,0.3849025974025974,0.0929612417128018
Vertebral,LSR,26226,self_paced,0.2819805194805195,0.0730321040868812
Vertebral,Harmfulness,670488,curriculum,0.678896103896104,0.1129734840385136
Vertebral,Harmfulness,670488,static,0.6477272727272727,0.0901183139415853
Vertebral,Harmfulness,670488,self_paced,0.3909090909090909,0.0752112334296038
Vertebral,Harmfulness,116740,curriculum,0.6939935064935064,0.0905221356446015
Vertebral,Harmfulness,116740,static,0.6603896103896104,0.0694721745201045
Vertebral,Harmfulness,116740,self_paced,0.3808441558441559,0.0432519448153334
Vertebral,Harmfulness,26226,curriculum,0.6751623376623376,0.093611277868856
Vertebral,Harmfulness,26226,static,0.656818181818182,0.0893246668277923
Vertebral,Harmfulness,26226,self_paced,0.3941558441558441,0.030992466399433
Vertebral,F1,670488,curriculum,0.3376623376623376,0.134278468555304
Vertebral,F1,670488,static,0.3259740259740259,0.0859384367426215
Vertebral,F1,670488,self_paced,0.3592532467532467,0.1124933235776819
Vertebral,F1,116740,curriculum,0.362012987012987,0.1268529387605488
Vertebral,F1,116740,static,0.3118506493506493,0.0841476141358121
Vertebral,F1,116740,self_paced,0.397077922077922,0.0728055005993642
Vertebral,F1,26226,curriculum,0.3133116883116883,0.0821550476042369
Vertebral,F1,26226,static,0.3422077922077922,0.085805244929114
Vertebral,F1,26226,self_paced,0.323538961038961,0.1689672278930803
Vertebral,F2,670488,curriculum,0.503896103896104,0.1169514140289889
Vertebral,F2,670488,static,0.5301948051948051,0.121967128156803
Vertebral,F2,670488,self_paced,0.3446428571428571,0.120075233275418
Vertebral,F2,116740,curriculum,0.4987012987012987,0.1403442656565694
Vertebral,F2,116740,static,0.4574675324675324,0.129985946734471
Vertebral,F2,116740,self_paced,0.3659090909090909,0.0536451676683711
Vertebral,F2,26226,curriculum,0.4457792207792208,0.1812925786466622
Vertebral,F2,26226,static,0.5097402597402597,0.1051241345106019
Vertebral,F2,26226,self_paced,0.336525974025974,0.0725022609147236
Vertebral,F3,670488,curriculum,0.3798701298701298,0.0949113220261074
Vertebral,F3,670488,static,0.337012987012987,0.0655663309256675
Vertebral,F3,670488,self_paced,0.2839285714285714,0.1078278966110791
Vertebral,F3,116740,curriculum,0.35,0.0661995391573967
Vertebral,F3,116740,static,0.4123376623376623,0.0342820860929553
Vertebral,F3,116740,self_paced,0.3404220779220779,0.0626661226230557
Vertebral,F3,26226,curriculum,0.4198051948051948,0.0693138095886844
Vertebral,F3,26226,static,0.3417207792207792,0.088364790184638
Vertebral,F3,26226,self_paced,0.3711038961038961,0.0741163437909191
Vertebral,F4,670488,curriculum,0.3389610389610389,0.0729418362056401
Vertebral,F4,670488,static,0.3487012987012987,0.1046291106774157
Vertebral,F4,670488,self_paced,0.325487012987013,0.0858126157749703
Vertebral,F4,116740,curriculum,0.398538961038961,0.0171017931040556
Vertebral,F4,116740,static,0.3771103896103896,0.080126423340379
Vertebral,F4,116740,self_paced,0.3324675324675324,0.1102161547861634
Vertebral,F4,26226,curriculum,0.3086038961038961,0.0668176769761196
Vertebral,F4,26226,static,0.348538961038961,0.0579233882561004
Vertebral,F4,26226,self_paced,0.361038961038961,0.0817904766533095
Hypothyroid,Baseline,670488,static,0.676834416475138,0.2036660008375312
Hypothyroid,Baseline,116740,static,0.6352618950537648,0.184948815162557
Hypothyroid,Baseline,26226,static,0.6743698928132198,0.213920186542747
Hypothyroid,kDN,670488,curriculum,0.8369322853793686,0.1767972176686013
Hypothyroid,kDN,670488,static,0.816275136597327,0.1856896714704843
Hypothyroid,kDN,670488,self_paced,0.6672609216399136,0.1948335065015811
Hypothyroid,kDN,116740,curriculum,0.862130277355108,0.1662672036569642
Hypothyroid,kDN,116740,static,0.8544351738449516,0.1694164955428098
Hypothyroid,kDN,116740,self_paced,0.7054634534819597,0.2139786157679005
Hypothyroid,kDN,26226,curriculum,0.8502593608454808,0.1712977584660338
Hypothyroid,kDN,26226,static,0.8630544126728761,0.1729260317102278
Hypothyroid,kDN,26226,self_paced,0.6603748978406614,0.1817884358022795
Hypothyroid,DS,670488,curriculum,0.6859482315980361,0.2112052968285666
Hypothyroid,DS,670488,static,0.7402482910850412,0.2381741052528775
Hypothyroid,DS,670488,self_paced,0.7122769162687707,0.1831396731413622
Hypothyroid,DS,116740,curriculum,0.754009375837986,0.2195350240143453
Hypothyroid,DS,116740,static,0.744766720144006,0.2246471156850422
Hypothyroid,DS,116740,self_paced,0.6915578436907709,0.1830296712486373
Hypothyroid,DS,26226,curriculum,0.7586879601308442,0.2292237187113739
Hypothyroid,DS,26226,static,0.7252065614475905,0.2236386100075116
Hypothyroid,DS,26226,self_paced,0.6901677874367201,0.1722674641465957
Hypothyroid,DCP,670488,curriculum,0.8613294469141302,0.1676359492544958
Hypothyroid,DCP,670488,static,0.8279991401221533,0.1726451267781073
Hypothyroid,DCP,670488,self_paced,0.6958213594547189,0.1907575422971947
Hypothyroid,DCP,116740,curriculum,0.8222748523231436,0.1821430743220597
Hypothyroid,DCP,116740,static,0.8481337627801948,0.1820013287523726
Hypothyroid,DCP,116740,self_paced,0.6623482100413913,0.1845236963384079
Hypothyroid,DCP,26226,curriculum,0.8128286241851337,0.176630020951585
Hypothyroid,DCP,26226,static,0.8359487227552258,0.1714214689503644
Hypothyroid,DCP,26226,self_paced,0.6967877722808574,0.184710371288771
Hypothyroid,TD_P,670488,curriculum,0.7240852034527754,0.2140645341174139
Hypothyroid,TD_P,670488,static,0.8556197581520292,0.1797862006958076
Hypothyroid,TD_P,670488,self_paced,0.7053708662813425,0.2080292508061762
Hypothyroid,TD_P,116740,curriculum,0.7317435108773406,0.2202860661791079
Hypothyroid,TD_P,116740,static,0.8586714453095383,0.1812794296759906
Hypothyroid,TD_P,116740,self_paced,0.6813069861058957,0.1761627092469815
Hypothyroid,TD_P,26226,curriculum,0.7536105887628772,0.2274094765170036
Hypothyroid,TD_P,26226,static,0.8502474753842056,0.1832594444777164
Hypothyroid,TD_P,26226,self_paced,0.6891432498205105,0.1934621720251388
Hypothyroid,TD_U,670488,curriculum,0.86291634594464,0.1713832006961941
Hypothyroid,TD_U,670488,static,0.8346308476130279,0.1728870953819697
Hypothyroid,TD_U,670488,self_paced,0.6647661687454375,0.1758833300639993
Hypothyroid,TD_U,116740,curriculum,0.8626372275549712,0.1807913784842452
Hypothyroid,TD_U,116740,static,0.8586753528584505,0.1799075695940449
Hypothyroid,TD_U,116740,self_paced,0.6359468558151896,0.1567343113929894
Hypothyroid,TD_U,26226,curriculum,0.856729936215234,0.1788032770524883
Hypothyroid,TD_U,26226,static,0.8602689272850195,0.1725931933819913
Hypothyroid,TD_U,26226,self_paced,0.6915863905064362,0.1940498884548277
Hypothyroid,CL,670488,curriculum,0.8498885778709102,0.1797060925151514
Hypothyroid,CL,670488,static,0.857380054665524,0.1789202532846581
Hypothyroid,CL,670488,self_paced,0.688084846780394,0.1835750427998343
Hypothyroid,CL,116740,curriculum,0.8556019028243601,0.1769025404432369
Hypothyroid,CL,116740,static,0.8664849149888311,0.1788415626595997
Hypothyroid,CL,116740,self_paced,0.7140368328816767,0.1733107306323282
Hypothyroid,CL,26226,curriculum,0.8509471437255648,0.1750095979816395
Hypothyroid,CL,26226,static,0.862296456726908,0.1808669853521435
Hypothyroid,CL,26226,self_paced,0.6905161020050449,0.1874165849754926
Hypothyroid,CLD,670488,curriculum,0.8145223838240936,0.1898248943031278
Hypothyroid,CLD,670488,static,0.8347408559692127,0.1773896654497122
Hypothyroid,CLD,670488,self_paced,0.6840486201115139,0.1791883839611471
Hypothyroid,CLD,116740,curriculum,0.8639990083509203,0.179385965416886
Hypothyroid,CLD,116740,static,0.864632194089257,0.1743626123472017
Hypothyroid,CLD,116740,self_paced,0.6552591565132354,0.1718630027983812
Hypothyroid,CLD,26226,curriculum,0.8512159505278257,0.1760737793764992
Hypothyroid,CLD,26226,static,0.8650518214252321,0.181551543108699
Hypothyroid,CLD,26226,self_paced,0.6749791448144683,0.1782065127671662
Hypothyroid,MV,670488,curriculum,0.756001031809999,0.2318937671642797
Hypothyroid,MV,670488,static,0.864722393343317,0.176557508366661
Hypothyroid,MV,670488,self_paced,0.6681521141494897,0.1840473703237455
Hypothyroid,MV,116740,curriculum,0.8645475848010022,0.1766929952437169
Hypothyroid,MV,116740,static,0.8637694398523206,0.1797378378694633
Hypothyroid,MV,116740,self_paced,0.6838944347440145,0.1734201917082375
Hypothyroid,MV,26226,curriculum,0.865326109650273,0.1803817100169125
Hypothyroid,MV,26226,static,0.8577960458101497,0.1814839135302227
Hypothyroid,MV,26226,self_paced,0.6381380138677823,0.1765996341055619
Hypothyroid,CB,670488,curriculum,0.7373829180305325,0.2202157389977065
Hypothyroid,CB,670488,static,0.8628094310646776,0.1810182766255609
Hypothyroid,CB,670488,self_paced,0.6326270131135714,0.1726916550436441
Hypothyroid,CB,116740,curriculum,0.8029452390125557,0.2224340996522197
Hypothyroid,CB,116740,static,0.866598722350903,0.1783869477226487
Hypothyroid,CB,116740,self_paced,0.6332897768263138,0.1685485764126769
Hypothyroid,CB,26226,curriculum,0.8543445404187905,0.1818503208090837
Hypothyroid,CB,26226,static,0.857657599181325,0.1819334550386516
Hypothyroid,CB,26226,self_paced,0.6742777397847037,0.1992851384588594
Hypothyroid,N1,670488,curriculum,0.8007707423143534,0.1863150486174639
Hypothyroid,N1,670488,static,0.8605983553669345,0.169742029472521
Hypothyroid,N1,670488,self_paced,0.6701555470397522,0.2056508061575495
Hypothyroid,N1,116740,curriculum,0.8607266532228892,0.1704973713899789
Hypothyroid,N1,116740,static,0.8697294288308618,0.1665038555783018
Hypothyroid,N1,116740,self_paced,0.7063703847302106,0.1997055634541887
Hypothyroid,N1,26226,curriculum,0.8354323293121579,0.1817477707410474
Hypothyroid,N1,26226,static,0.8338406001170201,0.1812443501149832
Hypothyroid,N1,26226,self_paced,0.7003106989828922,0.2051270138626904
Hypothyroid,N2,670488,curriculum,0.7308723445559403,0.2022418887171954
Hypothyroid,N2,670488,static,0.7600582615542829,0.2018522315856661
Hypothyroid,N2,670488,self_paced,0.7139708387222684,0.2094417806827219
Hypothyroid,N2,116740,curriculum,0.6999265109446918,0.2110505806382494
Hypothyroid,N2,116740,static,0.7275699772814019,0.210684975369234
Hypothyroid,N2,116740,self_paced,0.7190752373035459,0.1870739679465269
Hypothyroid,N2,26226,curriculum,0.7280151664998451,0.225783741606219
Hypothyroid,N2,26226,static,0.733956214720464,0.2180376973271422
Hypothyroid,N2,26226,self_paced,0.652715233628279,0.1841882170900106
Hypothyroid,LSC,670488,curriculum,0.6701948938864387,0.2080909368970353
Hypothyroid,LSC,670488,static,0.6977386091828595,0.1934799391229634
Hypothyroid,LSC,670488,self_paced,0.7163755009057101,0.2203406311543829
Hypothyroid,LSC,116740,curriculum,0.6602877920628238,0.1935451527906261
Hypothyroid,LSC,116740,static,0.6404685954364281,0.2022193971706629
Hypothyroid,LSC,116740,self_paced,0.7287291625205491,0.2024837802673469
Hypothyroid,LSC,26226,curriculum,0.667841301196421,0.2028063551188446
Hypothyroid,LSC,26226,static,0.6696719878618507,0.2017112694693716
Hypothyroid,LSC,26226,self_paced,0.7368428622079398,0.2124164078443456
Hypothyroid,LSR,670488,curriculum,0.6918590505860971,0.223072799199341
Hypothyroid,LSR,670488,static,0.6819490723723105,0.2124202462066583
Hypothyroid,LSR,670488,self_paced,0.7368156179085789,0.2012804988662265
Hypothyroid,LSR,116740,curriculum,0.6700221476616061,0.2043519349531684
Hypothyroid,LSR,116740,static,0.684193579321859,0.2096335817158738
Hypothyroid,LSR,116740,self_paced,0.712639612787953,0.1826711568335924
Hypothyroid,LSR,26226,curriculum,0.6951769395132594,0.2243897609114813
Hypothyroid,LSR,26226,static,0.6870645423421728,0.2171435825216155
Hypothyroid,LSR,26226,self_paced,0.7197721377977586,0.2039313514743884
Hypothyroid,Harmfulness,670488,curriculum,0.8590551449041249,0.153990108248052
Hypothyroid,Harmfulness,670488,static,0.8585811375124534,0.1668281070158668
Hypothyroid,Harmfulness,670488,self_paced,0.6882679588641472,0.1979954665123791
Hypothyroid,Harmfulness,116740,curriculum,0.8452445645316234,0.1639750451083989
Hypothyroid,Harmfulness,116740,static,0.8628315195703345,0.160738702790876
Hypothyroid,Harmfulness,116740,self_paced,0.6943833271834663,0.1964479126895287
Hypothyroid,Harmfulness,26226,curriculum,0.8557122368096209,0.1600107341495717
Hypothyroid,Harmfulness,26226,static,0.8344947889307606,0.1736932868999525
Hypothyroid,Harmfulness,26226,self_paced,0.7074218952882176,0.1928576660990798
Hypothyroid,F1,670488,curriculum,0.676413975066473,0.2069091997764447
Hypothyroid,F1,670488,static,0.6545067905330728,0.189748567721789
Hypothyroid,F1,670488,self_paced,0.6496485675332725,0.1899170439872796
Hypothyroid,F1,116740,curriculum,0.6043067810138495,0.1827866707793407
Hypothyroid,F1,116740,static,0.6817054475519287,0.2072138141443875
Hypothyroid,F1,116740,self_paced,0.6785251369093882,0.1967813483465933
Hypothyroid,F1,26226,curriculum,0.6512916375793973,0.2067271901068971
Hypothyroid,F1,26226,static,0.636971447702912,0.1907383029636904
Hypothyroid,F1,26226,self_paced,0.6717098288911467,0.1958534736649241
Hypothyroid,F2,670488,curriculum,0.6557598654891412,0.1887705186871156
Hypothyroid,F2,670488,static,0.850695269635257,0.1796903972598002
Thoracic,Baseline,670488,static,0.6298701298701298,0.1673048164124324
Thoracic,Baseline,116740,static,0.6387012987012988,0.1695397164313175
Thoracic,Baseline,26226,static,0.6478787878787879,0.1722852300213201
Hypothyroid,F2,670488,self_paced,0.6537188767121102,0.1941282667614718
Hypothyroid,F2,116740,curriculum,0.6408173441768538,0.1763221096882379
Thoracic,kDN,670488,curriculum,0.691125541125541,0.1679574879884969
Thoracic,kDN,670488,static,0.7081385281385282,0.1607916192735807
Thoracic,kDN,670488,self_paced,0.6734632034632035,0.1602942153988702
Thoracic,kDN,116740,curriculum,0.6911471861471861,0.1602569600606403
Thoracic,kDN,116740,static,0.6909090909090909,0.1605945375733486
Thoracic,kDN,116740,self_paced,0.7038744588744588,0.1796265743908582
Hypothyroid,F2,116740,static,0.8610977618265359,0.1822457082883999
Thoracic,kDN,26226,curriculum,0.691948051948052,0.1509147442146191
Thoracic,kDN,26226,static,0.7024025974025974,0.1661657226811964
Thoracic,kDN,26226,self_paced,0.7020779220779221,0.1712404462096954
Thoracic,DS,670488,curriculum,0.6512121212121212,0.1716905356644068
Thoracic,DS,670488,static,0.6472943722943723,0.1671018801849639
Thoracic,DS,670488,self_paced,0.6813636363636364,0.1668532631732741
Thoracic,DS,116740,curriculum,0.6433549783549783,0.165327157767279
Thoracic,DS,116740,static,0.6274675324675324,0.1622761846073013
Thoracic,DS,116740,self_paced,0.729004329004329,0.1820003982819662
Hypothyroid,F2,116740,self_paced,0.6492482065842959,0.183498990856471
Thoracic,DS,26226,curriculum,0.6759956709956711,0.1618100574929485
Thoracic,DS,26226,static,0.6609090909090909,0.1531723594710467
Thoracic,DS,26226,self_paced,0.686082251082251,0.1828387098393228
Thoracic,DCP,670488,curriculum,0.6385930735930736,0.1523323909240508
Thoracic,DCP,670488,static,0.720974025974026,0.1515641448308714
Thoracic,DCP,670488,self_paced,0.6627272727272728,0.1772264394690396
Thoracic,DCP,116740,curriculum,0.6877056277056276,0.1503865137613686
Thoracic,DCP,116740,static,0.7105194805194806,0.1715023781822183
Hypothyroid,F2,26226,curriculum,0.6465245364493719,0.1834951184961263
Thoracic,DCP,116740,self_paced,0.6606277056277057,0.1725627328786436
Thoracic,DCP,26226,curriculum,0.7016017316017314,0.1627104003672211
Thoracic,DCP,26226,static,0.7383766233766235,0.1810917590151087
Thoracic,DCP,26226,self_paced,0.6788311688311687,0.1828375439409878
Thoracic,TD_U,670488,curriculum,0.6751298701298701,0.1769549610099848
Thoracic,TD_U,670488,static,0.6829220779220779,0.1788209905084612
Thoracic,TD_U,670488,self_paced,0.6328787878787879,0.1721510830343262
Thoracic,TD_U,116740,curriculum,0.7041125541125542,0.1756513844427524
Thoracic,TD_U,116740,static,0.7115800865800865,0.181401165759348
Hypothyroid,F2,26226,static,0.8297083128707118,0.1947686554519487
Thoracic,TD_U,116740,self_paced,0.6612770562770562,0.1571529548471204
Thoracic,TD_U,26226,curriculum,0.7295887445887445,0.1623090537562274
Thoracic,TD_U,26226,static,0.7443939393939394,0.1686692308061491
Thoracic,TD_U,26226,self_paced,0.659004329004329,0.1673443438553069
Thoracic,CL,670488,curriculum,0.6562770562770563,0.1601447119933894
Thoracic,CL,670488,static,0.7205627705627705,0.1484021578844422
Thoracic,CL,670488,self_paced,0.7235714285714286,0.1959917375621516
Thoracic,CL,116740,curriculum,0.6687662337662337,0.1649573134941309
Hypothyroid,F2,26226,self_paced,0.6540952496524859,0.1819781620446904
Thoracic,CL,116740,static,0.7087229437229438,0.1694514579253226
Thoracic,CL,116740,self_paced,0.6725757575757575,0.1920770317859218
Thoracic,CL,26226,curriculum,0.6862337662337663,0.1650084542045006
Thoracic,CL,26226,static,0.6823160173160174,0.1740561855923492
Thoracic,CL,26226,self_paced,0.6896969696969697,0.1667143828923167
Thoracic,CLD,670488,curriculum,0.6599134199134198,0.1630542711470409
Thoracic,CLD,670488,static,0.6784415584415585,0.1537369779069676
Thoracic,CLD,670488,self_paced,0.7042424242424243,0.1748717547797271
Thoracic,CLD,116740,curriculum,0.6559740259740259,0.1686286303159648
Hypothyroid,F3,670488,curriculum,0.7053522511524962,0.186158763971553
Thoracic,CLD,116740,static,0.7276839826839827,0.1663576772579762
Thoracic,CLD,116740,self_paced,0.6909740259740259,0.1689080133699
Thoracic,CLD,26226,curriculum,0.7048701298701299,0.1698782603488239
Thoracic,CLD,26226,static,0.7024675324675325,0.1583593836295738
Thoracic,CLD,26226,self_paced,0.7140692640692641,0.1837297089426867
Thoracic,MV,670488,curriculum,0.633917748917749,0.1549725445717241
Thoracic,MV,670488,static,0.7146536796536797,0.1545641518028826
Thoracic,MV,670488,self_paced,0.6570779220779221,0.1719922409138786
Thoracic,MV,116740,curriculum,0.6646969696969697,0.1606126881632737
Hypothyroid,F3,670488,static,0.7142311791685528,0.19280542771216
Thoracic,MV,116740,static,0.7216450216450215,0.1665999613518269
Thoracic,MV,116740,self_paced,0.6318181818181818,0.1700722366938419
Thoracic,MV,26226,curriculum,0.668982683982684,0.1667467986373158
Thoracic,MV,26226,static,0.7083982683982682,0.1544305416329682
Thoracic,MV,26226,self_paced,0.6653896103896105,0.1717723661401394
Thoracic,CB,670488,curriculum,0.6676623376623376,0.1530076980800158
Thoracic,CB,670488,static,0.6740043290043289,0.1564712072393096
Thoracic,CB,670488,self_paced,0.687792207792208,0.1753184943595414
Thoracic,CB,116740,curriculum,0.7034415584415583,0.1618514710778203
Hypothyroid,F3,670488,self_paced,0.7155775468549033,0.2116614450095
Thoracic,CB,116740,static,0.7081385281385281,0.1676648916771972
Thoracic,CB,116740,self_paced,0.6491991341991343,0.1828147625893162
Thoracic,CB,26226,curriculum,0.6895670995670996,0.1628864979262754
Thoracic,CB,26226,static,0.7231168831168832,0.1603545334399536
Thoracic,CB,26226,self_paced,0.6349350649350649,0.1828202313976818
Thoracic,N1,670488,curriculum,0.6145021645021644,0.1458737163886532
Thoracic,N1,670488,static,0.7009090909090908,0.1618654401632784
Thoracic,N1,670488,self_paced,0.6765367965367964,0.1580439591711446
Hypothyroid,F3,116740,curriculum,0.7289308897331486,0.175920085456658
Thoracic,N1,116740,curriculum,0.6639393939393939,0.1678225281867674
Thoracic,N1,116740,static,0.6891125541125542,0.1629983755086854
Thoracic,N1,116740,self_paced,0.7149783549783548,0.1759960902659758
Thoracic,N1,26226,curriculum,0.6437229437229438,0.1648117387834717
Thoracic,N1,26226,static,0.6892857142857143,0.1712186884757962
Thoracic,N1,26226,self_paced,0.6800000000000002,0.177807620045006
Thoracic,N2,670488,curriculum,0.6904545454545454,0.1774343622460998
Thoracic,N2,670488,static,0.6825108225108225,0.1790635695039674
Thoracic,N2,670488,self_paced,0.6768181818181819,0.1691398332832582
Hypothyroid,F3,116740,static,0.7252689736871625,0.172178227556001
Thoracic,N2,116740,curriculum,0.6694155844155845,0.1694527988696867
Thoracic,N2,116740,static,0.6953896103896104,0.1761076871343598
Thoracic,N2,116740,self_paced,0.6794372294372295,0.1744200648614004
Thoracic,N2,26226,curriculum,0.7094155844155844,0.1429735194349256
Thoracic,N2,26226,static,0.7065800865800866,0.1558525190156199
Thoracic,N2,26226,self_paced,0.6850216450216451,0.1731828258992416
Thoracic,LSC,670488,curriculum,0.6318181818181818,0.1704649553613673
Thoracic,LSC,670488,static,0.6526839826839825,0.1688079737646347
Thoracic,LSC,670488,self_paced,0.6881818181818181,0.165718141966377
Hypothyroid,F3,116740,self_paced,0.6540502585684813,0.2077359819452883
Thoracic,LSC,116740,curriculum,0.6395238095238095,0.1762642957772651
Thoracic,LSC,116740,static,0.6715367965367967,0.1889392191227217
Thoracic,LSC,116740,self_paced,0.697813852813853,0.1657533925457361
Thoracic,LSC,26226,curriculum,0.6435930735930736,0.1641029474613166
Thoracic,LSC,26226,static,0.6612554112554113,0.1573787330882265
Thoracic,LSC,26226,self_paced,0.686991341991342,0.1790890490848289
Thoracic,LSR,670488,curriculum,0.6904978354978354,0.1909876348915591
Thoracic,LSR,670488,static,0.6829870129870129,0.1916182116256958
Thoracic,LSR,670488,self_paced,0.6318398268398269,0.1611477952302573
Hypothyroid,F3,26226,curriculum,0.7031988118012101,0.1803434034210646
Thoracic,LSR,116740,curriculum,0.6973809523809524,0.1785425189769257
Thoracic,LSR,116740,static,0.7101298701298703,0.187586784573418
Thoracic,LSR,116740,self_paced,0.6340692640692641,0.1521776856592104
Thoracic,LSR,26226,curriculum,0.6671861471861472,0.1877146628869697
Thoracic,LSR,26226,static,0.7133116883116882,0.1811340458053159
Thoracic,LSR,26226,self_paced,0.6455194805194805,0.1744205967052403
Thoracic,Harmfulness,670488,curriculum,0.7054978354978354,0.1470635694063102
Thoracic,Harmfulness,670488,static,0.7174675324675325,0.1531496041762652
Hypothyroid,F3,26226,static,0.7208736324189361,0.1823095240034821
Thoracic,Harmfulness,670488,self_paced,0.6956060606060607,0.1590975438142988
Thoracic,Harmfulness,116740,curriculum,0.7194155844155844,0.1586655473247824
Thoracic,Harmfulness,116740,static,0.7208225108225108,0.1467722344022855
Thoracic,Harmfulness,116740,self_paced,0.6874675324675326,0.1784317359943637
Thoracic,Harmfulness,26226,curriculum,0.7072294372294371,0.1569518176172342
