dataset,Classifier,weighting_strategy,hardness_metric,seed,metric,baseline_value,augmented_value,utility_gain
HeartCleveland,RandomForestClassifier,static,kDN,26226,Specificity,0.90625,0.9375,0.03125
HeartCleveland,RandomForestClassifier,static,kDN,26226,Balanced Accuracy,0.8102678571428572,0.84375,0.033482142857142794
HeartCleveland,SVC,curriculum,CB,670488,Precision,0.8064516129032258,0.8064516129032258,0.0
HeartCleveland,SVC,curriculum,CB,670488,Recall,0.8928571428571429,0.8928571428571429,0.0
HeartCleveland,SVC,curriculum,CB,670488,F1 Score,0.847457627118644,0.847457627118644,0.0
HeartCleveland,SVC,curriculum,CB,670488,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,CB,670488,Balanced Accuracy,0.8526785714285714,0.8526785714285714,0.0
HeartCleveland,SVC,curriculum,CB,116740,Precision,0.7777777777777778,0.7241379310344828,-0.05363984674329503
HeartCleveland,SVC,curriculum,CB,116740,Recall,0.75,0.75,0.0
HeartCleveland,SVC,curriculum,CB,116740,F1 Score,0.7636363636363637,0.7368421052631579,-0.026794258373205815
HeartCleveland,SVC,curriculum,CB,116740,Specificity,0.8125,0.75,-0.0625
HeartCleveland,SVC,curriculum,CB,116740,Balanced Accuracy,0.78125,0.75,-0.03125
HeartCleveland,SVC,curriculum,CB,26226,Precision,0.8,0.8,0.0
HeartCleveland,SVC,curriculum,CB,26226,Recall,0.8571428571428571,0.8571428571428571,0.0
HeartCleveland,SVC,curriculum,CB,26226,F1 Score,0.8275862068965517,0.8275862068965517,0.0
HeartCleveland,SVC,curriculum,CB,26226,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,CB,26226,Balanced Accuracy,0.8348214285714286,0.8348214285714286,0.0
HeartCleveland,SVC,curriculum,CL,670488,Precision,0.8064516129032258,0.8064516129032258,0.0
HeartCleveland,SVC,curriculum,CL,670488,Recall,0.8928571428571429,0.8928571428571429,0.0
HeartCleveland,SVC,curriculum,CL,670488,F1 Score,0.847457627118644,0.847457627118644,0.0
HeartCleveland,SVC,curriculum,CL,670488,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,CL,670488,Balanced Accuracy,0.8526785714285714,0.8526785714285714,0.0
HeartCleveland,SVC,curriculum,CL,116740,Precision,0.7777777777777778,0.7241379310344828,-0.05363984674329503
HeartCleveland,SVC,curriculum,CL,116740,Recall,0.75,0.75,0.0
HeartCleveland,SVC,curriculum,CL,116740,F1 Score,0.7636363636363637,0.7368421052631579,-0.026794258373205815
HeartCleveland,SVC,curriculum,CL,116740,Specificity,0.8125,0.75,-0.0625
HeartCleveland,SVC,curriculum,CL,116740,Balanced Accuracy,0.78125,0.75,-0.03125
HeartCleveland,SVC,curriculum,CL,26226,Precision,0.8,0.7741935483870968,-0.02580645161290329
HeartCleveland,SVC,curriculum,CL,26226,Recall,0.8571428571428571,0.8571428571428571,0.0
HeartCleveland,SVC,curriculum,CL,26226,F1 Score,0.8275862068965517,0.8135593220338984,-0.014026884862653355
HeartCleveland,SVC,curriculum,CL,26226,Specificity,0.8125,0.78125,-0.03125
HeartCleveland,SVC,curriculum,CL,26226,Balanced Accuracy,0.8348214285714286,0.8191964285714286,-0.015625
HeartCleveland,SVC,curriculum,CLD,670488,Precision,0.8064516129032258,0.8064516129032258,0.0
HeartCleveland,SVC,curriculum,CLD,670488,Recall,0.8928571428571429,0.8928571428571429,0.0
HeartCleveland,SVC,curriculum,CLD,670488,F1 Score,0.847457627118644,0.847457627118644,0.0
HeartCleveland,SVC,curriculum,CLD,670488,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,CLD,670488,Balanced Accuracy,0.8526785714285714,0.8526785714285714,0.0
HeartCleveland,SVC,curriculum,CLD,116740,Precision,0.7777777777777778,0.75,-0.02777777777777779
HeartCleveland,SVC,curriculum,CLD,116740,Recall,0.75,0.75,0.0
HeartCleveland,SVC,curriculum,CLD,116740,F1 Score,0.7636363636363637,0.75,-0.013636363636363669
HeartCleveland,SVC,curriculum,CLD,116740,Specificity,0.8125,0.78125,-0.03125
HeartCleveland,SVC,curriculum,CLD,116740,Balanced Accuracy,0.78125,0.765625,-0.015625
HeartCleveland,SVC,curriculum,CLD,26226,Precision,0.8,0.7741935483870968,-0.02580645161290329
HeartCleveland,SVC,curriculum,CLD,26226,Recall,0.8571428571428571,0.8571428571428571,0.0
HeartCleveland,SVC,curriculum,CLD,26226,F1 Score,0.8275862068965517,0.8135593220338984,-0.014026884862653355
HeartCleveland,SVC,curriculum,CLD,26226,Specificity,0.8125,0.78125,-0.03125
HeartCleveland,SVC,curriculum,CLD,26226,Balanced Accuracy,0.8348214285714286,0.8191964285714286,-0.015625
HeartCleveland,SVC,curriculum,DCP,670488,Precision,0.8064516129032258,0.8064516129032258,0.0
HeartCleveland,SVC,curriculum,DCP,670488,Recall,0.8928571428571429,0.8928571428571429,0.0
HeartCleveland,SVC,curriculum,DCP,670488,F1 Score,0.847457627118644,0.847457627118644,0.0
HeartCleveland,SVC,curriculum,DCP,670488,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,DCP,670488,Balanced Accuracy,0.8526785714285714,0.8526785714285714,0.0
HeartCleveland,SVC,curriculum,DCP,116740,Precision,0.7777777777777778,0.7241379310344828,-0.05363984674329503
HeartCleveland,SVC,curriculum,DCP,116740,Recall,0.75,0.75,0.0
HeartCleveland,SVC,curriculum,DCP,116740,F1 Score,0.7636363636363637,0.7368421052631579,-0.026794258373205815
HeartCleveland,SVC,curriculum,DCP,116740,Specificity,0.8125,0.75,-0.0625
HeartCleveland,SVC,curriculum,DCP,116740,Balanced Accuracy,0.78125,0.75,-0.03125
HeartCleveland,SVC,curriculum,DCP,26226,Precision,0.8,0.8,0.0
HeartCleveland,SVC,curriculum,DCP,26226,Recall,0.8571428571428571,0.8571428571428571,0.0
HeartCleveland,SVC,curriculum,DCP,26226,F1 Score,0.8275862068965517,0.8275862068965517,0.0
HeartCleveland,SVC,curriculum,DCP,26226,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,DCP,26226,Balanced Accuracy,0.8348214285714286,0.8348214285714286,0.0
HeartCleveland,SVC,curriculum,DS,670488,Precision,0.8064516129032258,0.8333333333333334,0.026881720430107614
HeartCleveland,SVC,curriculum,DS,670488,Recall,0.8928571428571429,0.8928571428571429,0.0
HeartCleveland,SVC,curriculum,DS,670488,F1 Score,0.847457627118644,0.8620689655172413,0.014611338398597296
HeartCleveland,SVC,curriculum,DS,670488,Specificity,0.8125,0.84375,0.03125
HeartCleveland,SVC,curriculum,DS,670488,Balanced Accuracy,0.8526785714285714,0.8683035714285714,0.015625
HeartCleveland,SVC,curriculum,DS,116740,Precision,0.7777777777777778,0.75,-0.02777777777777779
HeartCleveland,SVC,curriculum,DS,116740,Recall,0.75,0.75,0.0
HeartCleveland,SVC,curriculum,DS,116740,F1 Score,0.7636363636363637,0.75,-0.013636363636363669
HeartCleveland,SVC,curriculum,DS,116740,Specificity,0.8125,0.78125,-0.03125
HeartCleveland,SVC,curriculum,DS,116740,Balanced Accuracy,0.78125,0.765625,-0.015625
HeartCleveland,SVC,curriculum,DS,26226,Precision,0.8,0.8,0.0
HeartCleveland,SVC,curriculum,DS,26226,Recall,0.8571428571428571,0.8571428571428571,0.0
HeartCleveland,SVC,curriculum,DS,26226,F1 Score,0.8275862068965517,0.8275862068965517,0.0
HeartCleveland,SVC,curriculum,DS,26226,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,DS,26226,Balanced Accuracy,0.8348214285714286,0.8348214285714286,0.0
HeartCleveland,SVC,curriculum,F1,670488,Precision,0.8064516129032258,0.8064516129032258,0.0
HeartCleveland,SVC,curriculum,F1,670488,Recall,0.8928571428571429,0.8928571428571429,0.0
HeartCleveland,SVC,curriculum,F1,670488,F1 Score,0.847457627118644,0.847457627118644,0.0
HeartCleveland,SVC,curriculum,F1,670488,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,F1,670488,Balanced Accuracy,0.8526785714285714,0.8526785714285714,0.0
HeartCleveland,SVC,curriculum,F1,116740,Precision,0.7777777777777778,0.7241379310344828,-0.05363984674329503
HeartCleveland,SVC,curriculum,F1,116740,Recall,0.75,0.75,0.0
HeartCleveland,SVC,curriculum,F1,116740,F1 Score,0.7636363636363637,0.7368421052631579,-0.026794258373205815
HeartCleveland,SVC,curriculum,F1,116740,Specificity,0.8125,0.75,-0.0625
HeartCleveland,SVC,curriculum,F1,116740,Balanced Accuracy,0.78125,0.75,-0.03125
HeartCleveland,SVC,curriculum,F1,26226,Precision,0.8,0.8,0.0
HeartCleveland,SVC,curriculum,F1,26226,Recall,0.8571428571428571,0.8571428571428571,0.0
HeartCleveland,SVC,curriculum,F1,26226,F1 Score,0.8275862068965517,0.8275862068965517,0.0
HeartCleveland,SVC,curriculum,F1,26226,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,F1,26226,Balanced Accuracy,0.8348214285714286,0.8348214285714286,0.0
HeartCleveland,SVC,curriculum,F2,670488,Precision,0.8064516129032258,0.8125,0.006048387096774244
HeartCleveland,SVC,curriculum,F2,670488,Recall,0.8928571428571429,0.9285714285714286,0.0357142857142857
HeartCleveland,SVC,curriculum,F2,670488,F1 Score,0.847457627118644,0.8666666666666667,0.019209039548022666
HeartCleveland,SVC,curriculum,F2,670488,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,F2,670488,Balanced Accuracy,0.8526785714285714,0.8705357142857143,0.017857142857142905
HeartCleveland,SVC,curriculum,F2,116740,Precision,0.7777777777777778,0.7777777777777778,0.0
HeartCleveland,SVC,curriculum,F2,116740,Recall,0.75,0.75,0.0
HeartCleveland,SVC,curriculum,F2,116740,F1 Score,0.7636363636363637,0.7636363636363637,0.0
HeartCleveland,SVC,curriculum,F2,116740,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,F2,116740,Balanced Accuracy,0.78125,0.78125,0.0
HeartCleveland,SVC,curriculum,F2,26226,Precision,0.8,0.8,0.0
HeartCleveland,SVC,curriculum,F2,26226,Recall,0.8571428571428571,0.8571428571428571,0.0
HeartCleveland,SVC,curriculum,F2,26226,F1 Score,0.8275862068965517,0.8275862068965517,0.0
HeartCleveland,SVC,curriculum,F2,26226,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,F2,26226,Balanced Accuracy,0.8348214285714286,0.8348214285714286,0.0
HeartCleveland,SVC,curriculum,F3,670488,Precision,0.8064516129032258,0.8275862068965517,0.021134593993325956
HeartCleveland,SVC,curriculum,F3,670488,Recall,0.8928571428571429,0.8571428571428571,-0.03571428571428581
HeartCleveland,SVC,curriculum,F3,670488,F1 Score,0.847457627118644,0.8421052631578947,-0.00535236396074934
HeartCleveland,SVC,curriculum,F3,670488,Specificity,0.8125,0.84375,0.03125
HeartCleveland,SVC,curriculum,F3,670488,Balanced Accuracy,0.8526785714285714,0.8504464285714286,-0.0022321428571427937
HeartCleveland,SVC,curriculum,F3,116740,Precision,0.7777777777777778,0.75,-0.02777777777777779
HeartCleveland,SVC,curriculum,F3,116740,Recall,0.75,0.75,0.0
HeartCleveland,SVC,curriculum,F3,116740,F1 Score,0.7636363636363637,0.75,-0.013636363636363669
HeartCleveland,SVC,curriculum,F3,116740,Specificity,0.8125,0.78125,-0.03125
HeartCleveland,SVC,curriculum,F3,116740,Balanced Accuracy,0.78125,0.765625,-0.015625
HeartCleveland,SVC,curriculum,F3,26226,Precision,0.8,0.8,0.0
HeartCleveland,SVC,curriculum,F3,26226,Recall,0.8571428571428571,0.8571428571428571,0.0
HeartCleveland,SVC,curriculum,F3,26226,F1 Score,0.8275862068965517,0.8275862068965517,0.0
HeartCleveland,SVC,curriculum,F3,26226,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,F3,26226,Balanced Accuracy,0.8348214285714286,0.8348214285714286,0.0
HeartCleveland,SVC,curriculum,F4,670488,Precision,0.8064516129032258,0.8,-0.006451612903225712
HeartCleveland,SVC,curriculum,F4,670488,Recall,0.8928571428571429,0.8571428571428571,-0.03571428571428581
HeartCleveland,SVC,curriculum,F4,670488,F1 Score,0.847457627118644,0.8275862068965517,-0.019871420222092318
HeartCleveland,SVC,curriculum,F4,670488,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,F4,670488,Balanced Accuracy,0.8526785714285714,0.8348214285714286,-0.017857142857142794
HeartCleveland,SVC,curriculum,F4,116740,Precision,0.7777777777777778,0.7777777777777778,0.0
HeartCleveland,SVC,curriculum,F4,116740,Recall,0.75,0.75,0.0
HeartCleveland,SVC,curriculum,F4,116740,F1 Score,0.7636363636363637,0.7636363636363637,0.0
HeartCleveland,SVC,curriculum,F4,116740,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,F4,116740,Balanced Accuracy,0.78125,0.78125,0.0
HeartCleveland,SVC,curriculum,F4,26226,Precision,0.8,0.8,0.0
HeartCleveland,SVC,curriculum,F4,26226,Recall,0.8571428571428571,0.8571428571428571,0.0
HeartCleveland,SVC,curriculum,F4,26226,F1 Score,0.8275862068965517,0.8275862068965517,0.0
HeartCleveland,SVC,curriculum,F4,26226,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,F4,26226,Balanced Accuracy,0.8348214285714286,0.8348214285714286,0.0
HeartCleveland,SVC,curriculum,Harmfulness,670488,Precision,0.8064516129032258,0.8064516129032258,0.0
HeartCleveland,SVC,curriculum,Harmfulness,670488,Recall,0.8928571428571429,0.8928571428571429,0.0
HeartCleveland,SVC,curriculum,Harmfulness,670488,F1 Score,0.847457627118644,0.847457627118644,0.0
HeartCleveland,SVC,curriculum,Harmfulness,670488,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,Harmfulness,670488,Balanced Accuracy,0.8526785714285714,0.8526785714285714,0.0
HeartCleveland,SVC,curriculum,Harmfulness,116740,Precision,0.7777777777777778,0.7241379310344828,-0.05363984674329503
HeartCleveland,SVC,curriculum,Harmfulness,116740,Recall,0.75,0.75,0.0
HeartCleveland,SVC,curriculum,Harmfulness,116740,F1 Score,0.7636363636363637,0.7368421052631579,-0.026794258373205815
HeartCleveland,SVC,curriculum,Harmfulness,116740,Specificity,0.8125,0.75,-0.0625
HeartCleveland,SVC,curriculum,Harmfulness,116740,Balanced Accuracy,0.78125,0.75,-0.03125
HeartCleveland,SVC,curriculum,Harmfulness,26226,Precision,0.8,0.8,0.0
HeartCleveland,SVC,curriculum,Harmfulness,26226,Recall,0.8571428571428571,0.8571428571428571,0.0
HeartCleveland,SVC,curriculum,Harmfulness,26226,F1 Score,0.8275862068965517,0.8275862068965517,0.0
HeartCleveland,SVC,curriculum,Harmfulness,26226,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,Harmfulness,26226,Balanced Accuracy,0.8348214285714286,0.8348214285714286,0.0
HeartCleveland,SVC,curriculum,LSC,670488,Precision,0.8064516129032258,0.8064516129032258,0.0
HeartCleveland,SVC,curriculum,LSC,670488,Recall,0.8928571428571429,0.8928571428571429,0.0
HeartCleveland,SVC,curriculum,LSC,670488,F1 Score,0.847457627118644,0.847457627118644,0.0
HeartCleveland,SVC,curriculum,LSC,670488,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,LSC,670488,Balanced Accuracy,0.8526785714285714,0.8526785714285714,0.0
HeartCleveland,SVC,curriculum,LSC,116740,Precision,0.7777777777777778,0.75,-0.02777777777777779
HeartCleveland,SVC,curriculum,LSC,116740,Recall,0.75,0.75,0.0
HeartCleveland,SVC,curriculum,LSC,116740,F1 Score,0.7636363636363637,0.75,-0.013636363636363669
HeartCleveland,SVC,curriculum,LSC,116740,Specificity,0.8125,0.78125,-0.03125
HeartCleveland,SVC,curriculum,LSC,116740,Balanced Accuracy,0.78125,0.765625,-0.015625
HeartCleveland,SVC,curriculum,LSC,26226,Precision,0.8,0.8,0.0
HeartCleveland,SVC,curriculum,LSC,26226,Recall,0.8571428571428571,0.8571428571428571,0.0
HeartCleveland,SVC,curriculum,LSC,26226,F1 Score,0.8275862068965517,0.8275862068965517,0.0
HeartCleveland,SVC,curriculum,LSC,26226,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,LSC,26226,Balanced Accuracy,0.8348214285714286,0.8348214285714286,0.0
HeartCleveland,SVC,curriculum,LSR,670488,Precision,0.8064516129032258,0.8333333333333334,0.026881720430107614
HeartCleveland,SVC,curriculum,LSR,670488,Recall,0.8928571428571429,0.8928571428571429,0.0
HeartCleveland,SVC,curriculum,LSR,670488,F1 Score,0.847457627118644,0.8620689655172413,0.014611338398597296
HeartCleveland,SVC,curriculum,LSR,670488,Specificity,0.8125,0.84375,0.03125
HeartCleveland,SVC,curriculum,LSR,670488,Balanced Accuracy,0.8526785714285714,0.8683035714285714,0.015625
HeartCleveland,SVC,curriculum,LSR,116740,Precision,0.7777777777777778,0.75,-0.02777777777777779
HeartCleveland,SVC,curriculum,LSR,116740,Recall,0.75,0.75,0.0
HeartCleveland,SVC,curriculum,LSR,116740,F1 Score,0.7636363636363637,0.75,-0.013636363636363669
HeartCleveland,SVC,curriculum,LSR,116740,Specificity,0.8125,0.78125,-0.03125
HeartCleveland,SVC,curriculum,LSR,116740,Balanced Accuracy,0.78125,0.765625,-0.015625
HeartCleveland,SVC,curriculum,LSR,26226,Precision,0.8,0.8,0.0
HeartCleveland,SVC,curriculum,LSR,26226,Recall,0.8571428571428571,0.8571428571428571,0.0
HeartCleveland,SVC,curriculum,LSR,26226,F1 Score,0.8275862068965517,0.8275862068965517,0.0
HeartCleveland,SVC,curriculum,LSR,26226,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,LSR,26226,Balanced Accuracy,0.8348214285714286,0.8348214285714286,0.0
HeartCleveland,SVC,curriculum,MV,670488,Precision,0.8064516129032258,0.8275862068965517,0.021134593993325956
HeartCleveland,SVC,curriculum,MV,670488,Recall,0.8928571428571429,0.8571428571428571,-0.03571428571428581
HeartCleveland,SVC,curriculum,MV,670488,F1 Score,0.847457627118644,0.8421052631578947,-0.00535236396074934
HeartCleveland,SVC,curriculum,MV,670488,Specificity,0.8125,0.84375,0.03125
HeartCleveland,SVC,curriculum,MV,670488,Balanced Accuracy,0.8526785714285714,0.8504464285714286,-0.0022321428571427937
HeartCleveland,SVC,curriculum,MV,116740,Precision,0.7777777777777778,0.75,-0.02777777777777779
HeartCleveland,SVC,curriculum,MV,116740,Recall,0.75,0.75,0.0
HeartCleveland,SVC,curriculum,MV,116740,F1 Score,0.7636363636363637,0.75,-0.013636363636363669
HeartCleveland,SVC,curriculum,MV,116740,Specificity,0.8125,0.78125,-0.03125
HeartCleveland,SVC,curriculum,MV,116740,Balanced Accuracy,0.78125,0.765625,-0.015625
HeartCleveland,SVC,curriculum,MV,26226,Precision,0.8,0.8,0.0
HeartCleveland,SVC,curriculum,MV,26226,Recall,0.8571428571428571,0.8571428571428571,0.0
HeartCleveland,SVC,curriculum,MV,26226,F1 Score,0.8275862068965517,0.8275862068965517,0.0
HeartCleveland,SVC,curriculum,MV,26226,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,MV,26226,Balanced Accuracy,0.8348214285714286,0.8348214285714286,0.0
HeartCleveland,SVC,curriculum,N1,670488,Precision,0.8064516129032258,0.8,-0.006451612903225712
HeartCleveland,SVC,curriculum,N1,670488,Recall,0.8928571428571429,0.8571428571428571,-0.03571428571428581
HeartCleveland,SVC,curriculum,N1,670488,F1 Score,0.847457627118644,0.8275862068965517,-0.019871420222092318
HeartCleveland,SVC,curriculum,N1,670488,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,N1,670488,Balanced Accuracy,0.8526785714285714,0.8348214285714286,-0.017857142857142794
HeartCleveland,SVC,curriculum,N1,116740,Precision,0.7777777777777778,0.7241379310344828,-0.05363984674329503
HeartCleveland,SVC,curriculum,N1,116740,Recall,0.75,0.75,0.0
HeartCleveland,SVC,curriculum,N1,116740,F1 Score,0.7636363636363637,0.7368421052631579,-0.026794258373205815
HeartCleveland,SVC,curriculum,N1,116740,Specificity,0.8125,0.75,-0.0625
HeartCleveland,SVC,curriculum,N1,116740,Balanced Accuracy,0.78125,0.75,-0.03125
HeartCleveland,SVC,curriculum,N1,26226,Precision,0.8,0.8,0.0
HeartCleveland,SVC,curriculum,N1,26226,Recall,0.8571428571428571,0.8571428571428571,0.0
HeartCleveland,SVC,curriculum,N1,26226,F1 Score,0.8275862068965517,0.8275862068965517,0.0
HeartCleveland,SVC,curriculum,N1,26226,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,N1,26226,Balanced Accuracy,0.8348214285714286,0.8348214285714286,0.0
HeartCleveland,SVC,curriculum,N2,670488,Precision,0.8064516129032258,0.8,-0.006451612903225712
HeartCleveland,SVC,curriculum,N2,670488,Recall,0.8928571428571429,0.8571428571428571,-0.03571428571428581
HeartCleveland,SVC,curriculum,N2,670488,F1 Score,0.847457627118644,0.8275862068965517,-0.019871420222092318
HeartCleveland,SVC,curriculum,N2,670488,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,N2,670488,Balanced Accuracy,0.8526785714285714,0.8348214285714286,-0.017857142857142794
HeartCleveland,SVC,curriculum,N2,116740,Precision,0.7777777777777778,0.7777777777777778,0.0
HeartCleveland,SVC,curriculum,N2,116740,Recall,0.75,0.75,0.0
HeartCleveland,SVC,curriculum,N2,116740,F1 Score,0.7636363636363637,0.7636363636363637,0.0
HeartCleveland,SVC,curriculum,N2,116740,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,N2,116740,Balanced Accuracy,0.78125,0.78125,0.0
HeartCleveland,SVC,curriculum,N2,26226,Precision,0.8,0.8,0.0
HeartCleveland,SVC,curriculum,N2,26226,Recall,0.8571428571428571,0.8571428571428571,0.0
HeartCleveland,SVC,curriculum,N2,26226,F1 Score,0.8275862068965517,0.8275862068965517,0.0
HeartCleveland,SVC,curriculum,N2,26226,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,N2,26226,Balanced Accuracy,0.8348214285714286,0.8348214285714286,0.0
HeartCleveland,SVC,curriculum,TD_P,670488,Precision,0.8064516129032258,0.8333333333333334,0.026881720430107614
HeartCleveland,SVC,curriculum,TD_P,670488,Recall,0.8928571428571429,0.8928571428571429,0.0
HeartCleveland,SVC,curriculum,TD_P,670488,F1 Score,0.847457627118644,0.8620689655172413,0.014611338398597296
HeartCleveland,SVC,curriculum,TD_P,670488,Specificity,0.8125,0.84375,0.03125
HeartCleveland,SVC,curriculum,TD_P,670488,Balanced Accuracy,0.8526785714285714,0.8683035714285714,0.015625
HeartCleveland,SVC,curriculum,TD_P,116740,Precision,0.7777777777777778,0.75,-0.02777777777777779
HeartCleveland,SVC,curriculum,TD_P,116740,Recall,0.75,0.75,0.0
HeartCleveland,SVC,curriculum,TD_P,116740,F1 Score,0.7636363636363637,0.75,-0.013636363636363669
HeartCleveland,SVC,curriculum,TD_P,116740,Specificity,0.8125,0.78125,-0.03125
HeartCleveland,SVC,curriculum,TD_P,116740,Balanced Accuracy,0.78125,0.765625,-0.015625
HeartCleveland,SVC,curriculum,TD_P,26226,Precision,0.8,0.8275862068965517,0.027586206896551668
HeartCleveland,SVC,curriculum,TD_P,26226,Recall,0.8571428571428571,0.8571428571428571,0.0
HeartCleveland,SVC,curriculum,TD_P,26226,F1 Score,0.8275862068965517,0.8421052631578947,0.014519056261342977
HeartCleveland,SVC,curriculum,TD_P,26226,Specificity,0.8125,0.84375,0.03125
HeartCleveland,SVC,curriculum,TD_P,26226,Balanced Accuracy,0.8348214285714286,0.8504464285714286,0.015625
HeartCleveland,SVC,curriculum,TD_U,670488,Precision,0.8064516129032258,0.8275862068965517,0.021134593993325956
HeartCleveland,SVC,curriculum,TD_U,670488,Recall,0.8928571428571429,0.8571428571428571,-0.03571428571428581
HeartCleveland,SVC,curriculum,TD_U,670488,F1 Score,0.847457627118644,0.8421052631578947,-0.00535236396074934
HeartCleveland,SVC,curriculum,TD_U,670488,Specificity,0.8125,0.84375,0.03125
HeartCleveland,SVC,curriculum,TD_U,670488,Balanced Accuracy,0.8526785714285714,0.8504464285714286,-0.0022321428571427937
HeartCleveland,SVC,curriculum,TD_U,116740,Precision,0.7777777777777778,0.75,-0.02777777777777779
HeartCleveland,SVC,curriculum,TD_U,116740,Recall,0.75,0.75,0.0
HeartCleveland,SVC,curriculum,TD_U,116740,F1 Score,0.7636363636363637,0.75,-0.013636363636363669
HeartCleveland,SVC,curriculum,TD_U,116740,Specificity,0.8125,0.78125,-0.03125
HeartCleveland,SVC,curriculum,TD_U,116740,Balanced Accuracy,0.78125,0.765625,-0.015625
HeartCleveland,SVC,curriculum,TD_U,26226,Precision,0.8,0.8,0.0
HeartCleveland,SVC,curriculum,TD_U,26226,Recall,0.8571428571428571,0.8571428571428571,0.0
HeartCleveland,SVC,curriculum,TD_U,26226,F1 Score,0.8275862068965517,0.8275862068965517,0.0
HeartCleveland,SVC,curriculum,TD_U,26226,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,TD_U,26226,Balanced Accuracy,0.8348214285714286,0.8348214285714286,0.0
HeartCleveland,SVC,curriculum,kDN,670488,Precision,0.8064516129032258,0.8064516129032258,0.0
HeartCleveland,SVC,curriculum,kDN,670488,Recall,0.8928571428571429,0.8928571428571429,0.0
HeartCleveland,SVC,curriculum,kDN,670488,F1 Score,0.847457627118644,0.847457627118644,0.0
HeartCleveland,SVC,curriculum,kDN,670488,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,kDN,670488,Balanced Accuracy,0.8526785714285714,0.8526785714285714,0.0
HeartCleveland,SVC,curriculum,kDN,116740,Precision,0.7777777777777778,0.7241379310344828,-0.05363984674329503
HeartCleveland,SVC,curriculum,kDN,116740,Recall,0.75,0.75,0.0
HeartCleveland,SVC,curriculum,kDN,116740,F1 Score,0.7636363636363637,0.7368421052631579,-0.026794258373205815
HeartCleveland,SVC,curriculum,kDN,116740,Specificity,0.8125,0.75,-0.0625
HeartCleveland,SVC,curriculum,kDN,116740,Balanced Accuracy,0.78125,0.75,-0.03125
HeartCleveland,SVC,curriculum,kDN,26226,Precision,0.8,0.8,0.0
HeartCleveland,SVC,curriculum,kDN,26226,Recall,0.8571428571428571,0.8571428571428571,0.0
HeartCleveland,SVC,curriculum,kDN,26226,F1 Score,0.8275862068965517,0.8275862068965517,0.0
HeartCleveland,SVC,curriculum,kDN,26226,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,curriculum,kDN,26226,Balanced Accuracy,0.8348214285714286,0.8348214285714286,0.0
HeartCleveland,SVC,self_paced,CB,670488,Precision,0.8064516129032258,0.8125,0.006048387096774244
HeartCleveland,SVC,self_paced,CB,670488,Recall,0.8928571428571429,0.9285714285714286,0.0357142857142857
HeartCleveland,SVC,self_paced,CB,670488,F1 Score,0.847457627118644,0.8666666666666667,0.019209039548022666
HeartCleveland,SVC,self_paced,CB,670488,Specificity,0.8125,0.8125,0.0
HeartCleveland,SVC,self_paced,CB,670488,Balanced Accuracy,0.8526785714285714,0.8705357142857143,0.017857142857142905
HeartCleveland,SVC,self_paced,CB,116740,Precision,0.7777777777777778,0.75,-0.02777777777777779
HeartCleveland,SVC,self_paced,CB,116740,Recall,0.75,0.75,0.0
HeartCleveland,SVC,self_paced,CB,116740,F1 Score,0.7636363636363637,0.75,-0.013636363636363669
HeartCleveland,SVC,self_paced,CB,116740,Specificity,0.8125,0.78125,-0.03125
HeartCleveland,SVC,self_paced,CB,116740,Balanced Accuracy,0.78125,0.765625,-0.015625
